0.000000000000000000e+00,3.091797797042868945e-01,2.386133637707438596e-02
0.000000000000000000e+00,3.060205136788285984e-01,1.069352802763095210e-02
0.000000000000000000e+00,3.028406715780684877e-01,1.085921261286833771e-02
0.000000000000000000e+00,3.058001584478954871e-01,3.712474669440840591e-02
1.000000000000000000e+00,3.048622892824418007e-01,2.878385193518575094e-02
0.000000000000000000e+00,3.029762434516162228e-01,1.094566748020354800e-02
1.000000000000000000e+00,3.090565600342355945e-01,3.174296282393938851e-02
0.000000000000000000e+00,3.087214964472024814e-01,1.953085388665180486e-02
0.000000000000000000e+00,3.122406170222678523e-01,2.872537579106045416e-02
0.000000000000000000e+00,3.145362784906482467e-01,2.615698168778084892e-02
1.000000000000000000e+00,3.277062959772463202e-01,5.092805704087237373e-02
0.000000000000000000e+00,3.317843556109867365e-01,4.540792591421232566e-02
0.000000000000000000e+00,3.320308476332654579e-01,4.589630296140855686e-02
0.000000000000000000e+00,3.308539814188200534e-01,5.851587233946579925e-02
0.000000000000000000e+00,3.162568837220457452e-01,4.884924114002105883e-02
0.000000000000000000e+00,3.330517503259074474e-01,5.652700265697701426e-02
0.000000000000000000e+00,3.534357926516136228e-01,6.810905515829863976e-02
0.000000000000000000e+00,3.590841275284233358e-01,7.771609762470411964e-02
0.000000000000000000e+00,3.454987495107740836e-01,8.121724278598228819e-02
0.000000000000000000e+00,3.784075786501153171e-01,8.772905432643665624e-02
0.000000000000000000e+00,4.037409105713977153e-01,9.470122108331713306e-02
0.000000000000000000e+00,4.108992847236062618e-01,9.140653086987397813e-02
0.000000000000000000e+00,3.958653778897368580e-01,9.356404822388292297e-02
0.000000000000000000e+00,4.157510901461378694e-01,1.025880985064985124e-01
0.000000000000000000e+00,4.249851505970542731e-01,9.642696129718048015e-02
0.000000000000000000e+00,4.496999596511337405e-01,8.823410152258379102e-02
0.000000000000000000e+00,4.535895214244309859e-01,7.961285424327749216e-02
0.000000000000000000e+00,4.789217860854107500e-01,5.842129063631433528e-02
0.000000000000000000e+00,4.752849687721160121e-01,7.265942001153553875e-02
0.000000000000000000e+00,4.656455713409879404e-01,8.126188458222019517e-02
0.000000000000000000e+00,4.697783339665681512e-01,8.185157065974295321e-02
0.000000000000000000e+00,4.926949039895998084e-01,6.139856114587383118e-02
0.000000000000000000e+00,4.871577445495916536e-01,6.279902705762645254e-02
0.000000000000000000e+00,5.073708031757835357e-01,5.554960603063400365e-02
0.000000000000000000e+00,5.018982240517604332e-01,4.732854716459927724e-02
0.000000000000000000e+00,5.042720564454221677e-01,4.614644530853296428e-02
0.000000000000000000e+00,4.922119265818098444e-01,3.730735457323287180e-02
0.000000000000000000e+00,4.981421253583726561e-01,5.374605899550503191e-02
0.000000000000000000e+00,4.976757277451937522e-01,6.037051551455743792e-02
0.000000000000000000e+00,5.186056570449084635e-01,7.640212030764352569e-02
0.000000000000000000e+00,5.068722502412366104e-01,5.837676761569370043e-02
1.000000000000000000e+00,5.023657499528753068e-01,6.139658357999630556e-02
0.000000000000000000e+00,5.086383704764820823e-01,3.854625194798768500e-02
0.000000000000000000e+00,5.088750297635907804e-01,5.201052617474898054e-02
0.000000000000000000e+00,5.006819255057520790e-01,6.082481944806751584e-02
0.000000000000000000e+00,4.950788227800145824e-01,4.763266605995924302e-02
0.000000000000000000e+00,4.858442689116965751e-01,4.765021878234226155e-02
0.000000000000000000e+00,4.855599292226528418e-01,5.305485301084658656e-02
0.000000000000000000e+00,4.730241554585217223e-01,5.802666732480337569e-02
0.000000000000000000e+00,4.581154945041221449e-01,5.597057863154221435e-02
1.000000000000000000e+00,4.623577896225412043e-01,7.091113515149735647e-02
0.000000000000000000e+00,4.308396274536792081e-01,6.830596627250767883e-02
0.000000000000000000e+00,4.501784298391956485e-01,7.468474214464281002e-02
0.000000000000000000e+00,4.291044704790601960e-01,7.418794138668122207e-02
0.000000000000000000e+00,4.054917078492843996e-01,6.965955242384365420e-02
0.000000000000000000e+00,4.042621353031247144e-01,8.258489242576191880e-02
0.000000000000000000e+00,4.050087388693359158e-01,8.164094196293329719e-02
0.000000000000000000e+00,3.953515080271350901e-01,6.933377796954605377e-02
0.000000000000000000e+00,3.646609546444337102e-01,5.728309039568830335e-02
0.000000000000000000e+00,3.929263654449507426e-01,1.013749861904323646e-01
0.000000000000000000e+00,4.005858130101355163e-01,1.359326635690802088e-01
0.000000000000000000e+00,4.089385052738838677e-01,1.216602364365939049e-01
0.000000000000000000e+00,4.216011409644878083e-01,1.083988640008662213e-01
0.000000000000000000e+00,4.248458461532588770e-01,1.194553077131343677e-01
0.000000000000000000e+00,4.241779096046490727e-01,1.318511570851177983e-01
1.000000000000000000e+00,4.159559616089590350e-01,1.260468388119491134e-01
0.000000000000000000e+00,4.350211193679192623e-01,1.403722337379093577e-01
0.000000000000000000e+00,4.590684871476117257e-01,1.394867445154511498e-01
0.000000000000000000e+00,4.560165318105246501e-01,1.271675559608821116e-01
1.000000000000000000e+00,4.414251451542582361e-01,1.378283181804047797e-01
0.000000000000000000e+00,4.395108676151241456e-01,1.393392475617008519e-01
1.000000000000000000e+00,4.885059979721885215e-01,1.521546217537947110e-01
0.000000000000000000e+00,5.453075362905035472e-01,1.501386311072944180e-01
0.000000000000000000e+00,5.450040511797790144e-01,1.495755991910383831e-01
0.000000000000000000e+00,5.202417301985284848e-01,1.563445723611220917e-01
0.000000000000000000e+00,5.577718253246471969e-01,1.478758709732403143e-01
0.000000000000000000e+00,5.196432784710603991e-01,1.577097584384778428e-01
0.000000000000000000e+00,5.444969546746007971e-01,1.560519786995807900e-01
0.000000000000000000e+00,5.559049731623055823e-01,1.533316286598241096e-01
0.000000000000000000e+00,5.814979908039564771e-01,1.426556327948358405e-01
0.000000000000000000e+00,5.914845662761029077e-01,1.326010946562582449e-01
0.000000000000000000e+00,5.909316619356652645e-01,1.316810947141354715e-01
0.000000000000000000e+00,5.524141388802267238e-01,1.554679359877985112e-01
0.000000000000000000e+00,6.093364052437347800e-01,1.173498080644530400e-01
0.000000000000000000e+00,6.165973478186124179e-01,1.077132249528454933e-01
0.000000000000000000e+00,6.015841695856615212e-01,1.216351361029159445e-01
