1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.240116555556896927e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.375539619691908744e+00
2.527954968703498118e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.012287354569649578e+00,0.000000000000000000e+00,2.083204783413756811e+00,2.711299475300734674e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.131427806110016920e+00
3.689845604227290909e+00,0.000000000000000000e+00,1.212298084668474996e+00,2.945418969775897899e+00,0.000000000000000000e+00,3.051721053092049551e+00,8.484346011814494215e-01,2.972211717152397181e+00,0.000000000000000000e+00,3.163801392476890406e+00
6.931615735688344770e+00,4.690703873813376390e+00,5.069468185503993585e-01,4.804198789242343004e+00,0.000000000000000000e+00,7.592662037203409930e+00,5.680950927731957201e+00,4.155472771919375141e+00,0.000000000000000000e+00,4.040406198956437933e+00
6.931615735688344770e+00,8.986280721973010088e+00,2.119900048416322458e-01,1.328135855568615575e+00,9.941431081331053576e-03,1.323235819841104011e+01,1.547744306303764361e+01,1.996367561890525621e+01,0.000000000000000000e+00,1.752777254499225634e+01
6.931615735688344770e+00,3.896496303369135461e+01,8.864788279224099232e-02,3.671673317925225888e-01,4.546543471814264159e-02,4.819331767645104492e+01,3.743561466691230066e+01,5.085435629658088175e+01,4.257583052430760517e+01,5.821157978792463439e+00
6.931615735688344770e+00,1.071833438685969639e+02,3.706989454251662791e-02,1.015045629333779925e-01,1.237542766673888366e+02,1.161166564037698805e+02,7.422044393155928788e+01,7.968678768572361548e+01,1.295370576060718690e+02,2.871223083891127104e+01
6.931615735688344770e+00,1.889233121715642767e+02,1.550152172967159125e-02,2.806125546626291392e-02,2.932014768634667234e+02,1.212512270409813198e+02,5.849718063101155252e+01,8.062023456291109369e+01,2.767339550207639718e+02,9.074177910773687472e+01
6.931615735688344770e+00,2.272991435106530389e+02,6.482272984614944993e-03,7.757622274179917093e-03,2.570754774721588660e+02,8.040265661035712697e+01,2.482554966309299616e+01,3.068464546008299365e+01,4.335245004295352373e+02,5.628260818260181253e+01
6.931615735688344770e+00,1.560582695073251784e+02,2.710692780995698891e-03,2.144619061011207757e-03,2.663784302759748925e+02,2.146461596748975467e+02,1.053568581300085327e+01,1.167879840731877117e+01,4.257085372064144053e+02,2.484494443923812312e+01
