0.20168,1
0.20253,1
0.20633,1
0.20690,1
0.20839,1
0.20850,1
0.21147,1
0.21241,1
0.21294,1
0.21325,1
0.21423,1
0.21665,1
0.21746,1
0.21822,1
0.21931,1
0.22059,1
0.22082,1
0.22124,1
0.22146,1
0.22282,1
0.22324,1
0.22333,1
0.22356,1
0.22367,1
0.22381,1
0.22383,1
0.22388,2
0.22390,1
0.22394,1
0.22400,1
0.22401,2
0.22402,1
0.22405,1
0.22411,1
0.22425,1
0.22426,1
0.22429,1
0.22430,1
0.22433,1
0.22441,1
0.22444,1
0.22446,2
0.22448,1
0.22449,1
0.22454,2
0.22458,1
0.22465,1
0.22470,1
0.22476,1
0.22479,1
0.22482,1
0.22494,1
0.22495,1
0.22511,1
0.22515,1
0.22516,1
0.22518,1
0.22521,1
0.22527,2
0.22552,1
0.22560,1
0.22562,1
0.22587,1
0.22590,1
0.22591,2
0.22594,1
0.22597,1
0.22601,2
0.22602,1
0.22607,1
0.22609,2
0.22619,1
0.22621,2
0.22626,1
0.22628,1
0.22629,1
0.22633,3
0.22644,2
0.22651,1
0.22653,1
0.22654,1
0.22660,1
0.22663,1
0.22670,1
0.22671,1
0.22686,1
0.22691,1
0.22692,2
0.22694,1
0.22697,1
0.22703,1
0.22714,1
0.22722,1
0.22727,2
0.22728,1
0.22736,1
0.22737,1
0.22751,1
0.22755,1
0.22759,1
0.22762,1
0.22766,1
0.22770,1
0.22771,1
0.22778,1
0.22781,1
0.22793,1
0.22799,1
0.22803,1
0.22805,1
0.22809,1
0.22815,1
0.22820,2
0.22824,1
0.22836,1
0.22850,1
0.22855,1
0.22863,1
0.22868,1
0.22880,1
0.22881,1
0.22886,1
0.22908,1
0.22912,1
0.22920,1
0.22921,1
0.22923,1
0.22932,2
0.22966,1
0.22978,1
0.22990,1
0.22994,1
0.22998,1
0.23023,12
0.23024,5
0.23025,2
0.23026,4
0.23027,1
0.23028,2
0.23029,3
0.23031,4
0.23032,2
0.23033,1
0.23035,5
0.23036,1
0.23037,2
0.23038,2
0.23040,4
0.23042,1
0.23043,2
0.23044,2
0.23045,2
0.23046,1
0.23047,1
0.23048,2
0.23049,1
0.23050,2
0.23051,3
0.23052,2
0.23053,2
0.23054,1
0.23058,2
0.23059,2
0.23061,3
0.23062,4
0.23063,2
0.23064,2
0.23065,1
0.23066,2
0.23067,2
0.23069,1
0.23070,1
0.23072,1
0.23074,1
0.23075,2
0.23076,2
0.23077,2
0.23078,1
0.23079,2
0.23080,2
0.23081,1
0.23082,2
0.23083,1
0.23086,1
0.23087,1
0.23088,2
0.23090,1
0.23093,2
0.23094,2
0.23095,4
0.23096,2
0.23098,2
0.23099,2
0.23100,1
0.23101,3
0.23103,1
0.23104,1
0.23106,1
0.23107,4
0.23110,1
0.23112,1
0.23113,1
0.23114,1
0.23115,2
0.23117,1
0.23118,1
0.23119,1
0.23121,1
0.23122,1
0.23123,1
0.23126,2
0.23127,3
0.23128,1
0.23134,1
0.23136,1
0.23137,1
0.23139,2
0.23142,1
0.23143,1
0.23144,2
0.23147,1
0.23148,2
0.23150,1
0.23151,1
0.23152,1
0.23154,1
0.23155,1
0.23156,1
0.23162,1
0.23164,1
0.23165,1
0.23166,1
0.23168,1
0.23169,1
0.23173,3
0.23174,2
0.23175,3
0.23176,1
0.23177,1
0.23178,1
0.23180,1
0.23183,1
0.23184,1
0.23185,1
0.23186,1
0.23187,1
0.23189,3
0.23190,1
0.23192,1
0.23193,1
0.23195,1
0.23196,2
0.23197,3
0.23199,1
0.23200,2
0.23201,1
0.23203,1
0.23204,1
0.23205,2
0.23208,1
0.23209,3
0.23210,1
0.23212,3
0.23213,1
