0.28572,1
0.29323,1
0.29775,1
0.30112,1
0.31550,1
0.32248,1
0.33338,1
0.33571,1
0.33579,1
0.35306,1
0.36229,1
0.37685,1
0.38412,1
0.38561,1
0.38576,1
0.38654,1
0.38813,1
0.39065,1
0.39104,1
0.39125,1
0.39133,1
0.39178,1
0.39183,1
0.39191,1
0.39207,1
0.39209,1
0.39214,1
0.39215,1
0.39217,1
0.39219,1
0.39417,1
0.41083,1
0.41526,1
0.43599,1
0.44919,1
0.45637,1
0.46296,1
0.46662,1
0.46910,1
0.47039,1
0.47711,1
0.48330,1
0.48472,1
0.48744,1
0.48871,1
0.50012,1
0.50208,1
0.50597,1
0.50659,1
0.50953,1
0.51043,1
0.51456,1
0.51923,1
0.52260,1
0.54311,1
0.54714,1
0.54722,1
0.54830,1
0.54868,1
0.54912,1
0.54961,1
0.54962,1
0.55048,1
0.55052,1
0.55104,1
0.55175,1
0.55229,1
0.55233,1
0.55313,1
0.55380,1
0.55425,1
0.55465,1
0.55503,1
0.55516,1
0.55585,1
0.55648,1
0.55939,1
0.55968,1
0.55997,1
0.56106,1
0.56186,1
0.56235,1
0.56346,1
0.56567,1
0.56588,1
0.56761,1
0.56763,1
0.57030,1
0.57044,1
0.57597,1
0.57684,1
0.57764,1
0.58072,1
0.58109,1
0.58114,1
0.58706,1
0.59163,1
0.59471,1
0.60996,1
0.61030,1
0.61340,1
0.61363,1
0.61523,1
0.61552,1
0.61565,1
0.61573,1
0.61574,1
0.61650,1
0.61656,1
0.61658,1
0.61659,1
0.61681,1
0.61708,1
0.61717,1
0.61720,1
0.61735,1
0.61745,1
0.61779,1
0.61792,1
0.61810,1
0.61823,1
0.61832,1
0.61845,1
0.61859,1
0.61862,1
0.61864,1
0.61908,1
0.61937,1
0.61969,1
0.61988,2
0.61991,1
0.61997,1
0.62045,1
0.62050,1
0.62076,1
0.62087,1
0.62097,1
0.62130,1
0.62151,1
0.62153,1
0.62160,1
0.62181,1
0.62199,1
0.62202,1
0.62297,1
0.62329,1
0.62335,1
0.62336,1
0.62343,1
0.62350,1
0.62383,1
0.62458,1
0.62489,1
0.62569,1
0.62576,1
0.62967,1
0.62996,1
0.63179,1
0.63637,1
0.63647,1
0.63885,1
0.64467,1
0.65244,1
0.65480,1
0.67153,1
0.67218,1
0.67319,1
0.67607,1
0.67648,1
0.67807,1
0.68050,1
0.68071,1
0.68153,1
0.68166,1
0.68174,1
0.68203,1
0.68220,1
0.68231,1
0.68241,1
0.68252,1
0.68258,1
0.68278,1
0.68289,1
0.68290,1
0.68294,1
0.68297,2
0.68299,1
0.68302,1
0.68303,1
0.68306,1
0.68316,1
0.68318,1
0.68320,1
0.68333,1
0.68340,1
0.68360,2
0.68371,1
0.68375,1
0.68383,1
0.68386,1
0.68388,1
0.68389,1
0.68444,1
0.68453,1
0.68465,2
0.68487,1
0.68493,1
0.68503,1
0.68515,1
0.68519,1
0.68535,1
0.68555,2
0.68558,1
0.68567,1
0.68598,1
0.68602,1
0.68608,1
0.68618,1
0.68631,1
0.68720,1
0.68722,1
0.68751,1
0.68827,1
0.68840,1
0.68855,1
0.68880,1
0.68897,1
0.68939,1
0.68962,1
0.68969,1
0.68984,1
0.69019,1
0.69052,1
0.69058,1
0.69073,1
0.69081,1
0.69085,1
0.69272,1
0.69588,1
0.69723,1
0.69775,1
0.70445,1
0.71093,1
0.72996,1
0.73258,1
0.73784,1
0.73956,1
0.74385,1
0.74615,1
0.74715,1
0.74783,1
0.74810,1
0.74861,1
0.74880,1
0.74884,1
0.74901,1
0.74916,1
0.74939,1
0.74957,1
0.74961,1
0.74972,1
0.75007,1
0.75053,1
0.75064,1
0.75103,1
0.75149,1
0.75259,1
0.75345,1
0.75401,1
0.75414,1
0.75442,1
0.75590,1
0.75635,1
0.75638,1
0.75647,1
0.76288,1
0.76987,1
0.77229,1
